epoch,lr-Adam,step,test_acc,test_f1,test_mcc,train_loss,val_acc,val_f1,val_loss,val_mcc
,5e-05,0,,,,,,,,
0,,49,,,,0.8530881404876709,,,,
0,,99,,,,0.6164381504058838,,,,
0,,149,,,,0.373720645904541,,,,
0,,199,,,,0.4395223557949066,,,,
0,,249,,,,0.4697267711162567,,,,
0,,299,,,,0.5413883328437805,,,,
0,,349,,,,0.20869207382202148,,,,
0,,399,,,,0.4537700116634369,,,,
0,,449,,,,0.32825058698654175,,,,
0,,499,,,,0.6139193177223206,,,,
0,,549,,,,0.3924422860145569,,,,
0,,599,,,,0.2969343364238739,,,,
0,,649,,,,0.2657759487628937,,,,
0,,699,,,,0.3145882785320282,,,,
0,,749,,,,0.20668381452560425,,,,
0,,799,,,,0.3174895942211151,,,,
0,,849,,,,0.19296316802501678,,,,
0,,899,,,,0.2838096022605896,,,,
0,,949,,,,0.20496748387813568,,,,
0,,999,,,,0.508922815322876,,,,
0,,1049,,,,0.43291419744491577,,,,
0,,1099,,,,0.6804261207580566,,,,
0,,1149,,,,0.30705446004867554,,,,
0,,1199,,,,0.5573616027832031,,,,
0,,1249,,,,0.5105040073394775,,,,
0,,1299,,,,0.3839411735534668,,,,
0,,1349,,,,0.6298373937606812,,,,
0,,1399,,,,0.6014583110809326,,,,
0,,1449,,,,0.3814440369606018,,,,
0,,1499,,,,0.3706343472003937,,,,
0,,1549,,,,0.6470001935958862,,,,
0,,1599,,,,0.3083317279815674,,,,
0,,1649,,,,0.3721241354942322,,,,
0,,1699,,,,0.27921178936958313,,,,
0,,1749,,,,0.3662279546260834,,,,
0,,1799,,,,0.3553832173347473,,,,
0,,1849,,,,0.18977642059326172,,,,
0,,1899,,,,0.3000558316707611,,,,
0,,1949,,,,0.3353085517883301,,,,
0,,1999,,,,0.2440079301595688,,,,
0,,2049,,,,0.21801704168319702,,,,
0,,2099,,,,0.19892075657844543,,,,
0,,2149,,,,0.33662310242652893,,,,
0,,2199,,,,0.19761723279953003,,,,
0,,2249,,,,0.6955628395080566,,,,
0,,2299,,,,0.27327778935432434,,,,
0,,2337,,,,,0.8884848356246948,0.8252878785133362,0.3742135763168335,0.793593168258667
,5e-05,2338,,,,,,,,
1,,2349,,,,0.2642245590686798,,,,
1,,2399,,,,0.5859895944595337,,,,
1,,2449,,,,1.251703143119812,,,,
1,,2499,,,,0.2546326518058777,,,,
1,,2549,,,,0.5717841386795044,,,,
1,,2599,,,,0.3062634766101837,,,,
1,,2649,,,,0.3150074779987335,,,,
1,,2699,,,,0.7728438377380371,,,,
1,,2749,,,,0.23720894753932953,,,,
1,,2799,,,,0.1030454933643341,,,,
1,,2849,,,,0.2672403156757355,,,,
1,,2899,,,,0.3501150906085968,,,,
1,,2949,,,,0.44044098258018494,,,,
1,,2999,,,,0.5502476692199707,,,,
1,,3049,,,,0.2375342696905136,,,,
1,,3099,,,,0.2268998771905899,,,,
1,,3149,,,,0.18143507838249207,,,,
1,,3199,,,,0.4621850252151489,,,,
1,,3249,,,,0.2800758481025696,,,,
1,,3299,,,,0.292609304189682,,,,
1,,3349,,,,0.5890579223632812,,,,
1,,3399,,,,0.09901607036590576,,,,
1,,3449,,,,0.41690677404403687,,,,
1,,3499,,,,0.2536289095878601,,,,
1,,3549,,,,0.2898612916469574,,,,
1,,3599,,,,0.5014894604682922,,,,
1,,3649,,,,0.43569573760032654,,,,
1,,3699,,,,0.4252606928348541,,,,
1,,3749,,,,0.19401957094669342,,,,
1,,3799,,,,0.32635363936424255,,,,
1,,3849,,,,0.22014333307743073,,,,
1,,3899,,,,0.4255160093307495,,,,
1,,3949,,,,0.32870328426361084,,,,
1,,3999,,,,0.6876403093338013,,,,
1,,4049,,,,0.23175977170467377,,,,
1,,4099,,,,0.244871586561203,,,,
1,,4149,,,,0.14396698772907257,,,,
1,,4199,,,,0.4398796260356903,,,,
1,,4249,,,,0.1136832982301712,,,,
1,,4299,,,,0.29255494475364685,,,,
1,,4349,,,,0.40082037448883057,,,,
1,,4399,,,,0.13644297420978546,,,,
1,,4449,,,,0.580515444278717,,,,
1,,4499,,,,0.24350593984127045,,,,
1,,4549,,,,0.4660705327987671,,,,
1,,4599,,,,0.17039787769317627,,,,
1,,4649,,,,0.1785770058631897,,,,
1,,4675,,,,,0.8993939161300659,0.8432430624961853,0.30580347776412964,0.8139439821243286
,5e-05,4676,,,,,,,,
2,,4699,,,,0.4805004596710205,,,,
2,,4749,,,,0.48057273030281067,,,,
2,,4799,,,,0.08220064640045166,,,,
2,,4849,,,,0.1602746844291687,,,,
2,,4899,,,,0.16458828747272491,,,,
2,,4949,,,,0.2138855904340744,,,,
2,,4999,,,,0.7550777792930603,,,,
2,,5049,,,,0.14483830332756042,,,,
2,,5099,,,,0.2960183918476105,,,,
2,,5149,,,,0.25736182928085327,,,,
2,,5199,,,,0.26098501682281494,,,,
2,,5249,,,,0.14723365008831024,,,,
2,,5299,,,,0.23772165179252625,,,,
2,,5349,,,,0.11413979530334473,,,,
2,,5399,,,,0.40683993697166443,,,,
2,,5449,,,,0.30487561225891113,,,,
2,,5499,,,,0.19565701484680176,,,,
2,,5549,,,,0.39363163709640503,,,,
2,,5599,,,,0.19201351702213287,,,,
2,,5649,,,,0.16224144399166107,,,,
2,,5699,,,,0.27851325273513794,,,,
2,,5749,,,,0.3675779104232788,,,,
2,,5799,,,,0.11876274645328522,,,,
2,,5849,,,,0.1264660358428955,,,,
2,,5899,,,,0.1986149400472641,,,,
2,,5949,,,,0.3066313862800598,,,,
2,,5999,,,,0.48920464515686035,,,,
2,,6049,,,,0.26951760053634644,,,,
2,,6099,,,,0.13803903758525848,,,,
2,,6149,,,,0.15779608488082886,,,,
2,,6199,,,,0.4827145040035248,,,,
2,,6249,,,,0.30211037397384644,,,,
2,,6299,,,,0.36930716037750244,,,,
2,,6349,,,,0.17351558804512024,,,,
2,,6399,,,,0.22468401491641998,,,,
2,,6449,,,,0.29050666093826294,,,,
2,,6499,,,,0.1527751088142395,,,,
2,,6549,,,,0.40233904123306274,,,,
2,,6599,,,,0.5075376033782959,,,,
2,,6649,,,,0.3273068964481354,,,,
2,,6699,,,,0.3665696680545807,,,,
2,,6749,,,,0.3681875765323639,,,,
2,,6799,,,,0.20035286247730255,,,,
2,,6849,,,,0.18484872579574585,,,,
2,,6899,,,,0.4617845416069031,,,,
2,,6949,,,,0.2985689640045166,,,,
2,,6999,,,,0.2722897529602051,,,,
2,,7013,,,,,0.9042423963546753,0.8543863892555237,0.2838750183582306,0.8231411576271057
,5e-05,7014,,,,,,,,
3,,7049,,,,0.16200977563858032,,,,
3,,7099,,,,0.09383471310138702,,,,
3,,7149,,,,0.3953971564769745,,,,
3,,7199,,,,0.3257433772087097,,,,
3,,7249,,,,0.3284144997596741,,,,
