epoch,lr-Adam,step,test_acc,test_f1,test_mcc,train_loss,val_acc,val_f1,val_loss,val_mcc
,5e-05,0,,,,,,,,
0,,49,,,,0.6110950112342834,,,,
0,,99,,,,0.6181394457817078,,,,
0,,149,,,,0.4681200683116913,,,,
0,,199,,,,0.5175972580909729,,,,
0,,249,,,,0.2910412549972534,,,,
0,,299,,,,0.28054165840148926,,,,
0,,349,,,,0.3491656184196472,,,,
0,,399,,,,0.34200581908226013,,,,
0,,449,,,,0.14766941964626312,,,,
0,,499,,,,0.34897059202194214,,,,
0,,549,,,,0.5160374045372009,,,,
0,,599,,,,0.25435349345207214,,,,
0,,649,,,,0.2904675304889679,,,,
0,,699,,,,0.38160666823387146,,,,
0,,749,,,,0.16197991371154785,,,,
0,,799,,,,0.15979617834091187,,,,
0,,849,,,,0.42872825264930725,,,,
0,,899,,,,0.34727194905281067,,,,
0,,949,,,,0.4658375084400177,,,,
0,,999,,,,0.2618120610713959,,,,
0,,1049,,,,0.552880585193634,,,,
0,,1099,,,,0.3866329491138458,,,,
0,,1149,,,,0.5372560024261475,,,,
0,,1199,,,,0.4566284716129303,,,,
0,,1249,,,,0.5123330354690552,,,,
0,,1299,,,,0.37818533182144165,,,,
0,,1349,,,,0.3900378942489624,,,,
0,,1399,,,,0.37766751646995544,,,,
0,,1449,,,,0.5612174272537231,,,,
0,,1499,,,,0.3767853081226349,,,,
0,,1549,,,,0.2891642153263092,,,,
0,,1599,,,,0.19657586514949799,,,,
0,,1649,,,,0.34854695200920105,,,,
0,,1699,,,,0.4353308081626892,,,,
0,,1749,,,,0.4702270030975342,,,,
0,,1799,,,,0.7236109375953674,,,,
0,,1849,,,,0.4400993585586548,,,,
0,,1899,,,,0.22757142782211304,,,,
0,,1949,,,,0.8858643174171448,,,,
0,,1999,,,,0.3841574788093567,,,,
0,,2049,,,,0.3471900522708893,,,,
0,,2099,,,,0.5447760820388794,,,,
0,,2149,,,,0.2505631446838379,,,,
0,,2199,,,,0.20459504425525665,,,,
0,,2249,,,,0.5002120733261108,,,,
0,,2286,,,,,0.8583333492279053,0.8571428656578064,0.4466693103313446,0.716666042804718
,5e-05,2287,,,,,,,,
1,,2299,,,,1.2224253416061401,,,,
1,,2349,,,,0.24704422056674957,,,,
1,,2399,,,,0.30839478969573975,,,,
1,,2449,,,,0.28779053688049316,,,,
1,,2499,,,,0.48240798711776733,,,,
1,,2549,,,,0.41008180379867554,,,,
1,,2599,,,,0.5044006705284119,,,,
1,,2649,,,,0.22064517438411713,,,,
1,,2699,,,,0.16484178602695465,,,,
1,,2749,,,,0.3176141381263733,,,,
1,,2799,,,,0.3777800500392914,,,,
1,,2849,,,,0.2847537398338318,,,,
1,,2899,,,,0.24664518237113953,,,,
1,,2949,,,,0.4653012454509735,,,,
1,,2999,,,,0.18404173851013184,,,,
1,,3049,,,,0.35449934005737305,,,,
1,,3099,,,,0.5001803636550903,,,,
1,,3149,,,,0.2882423400878906,,,,
1,,3199,,,,0.39026713371276855,,,,
1,,3249,,,,0.19708094000816345,,,,
1,,3299,,,,0.20699237287044525,,,,
1,,3349,,,,0.27609288692474365,,,,
1,,3399,,,,0.2750374674797058,,,,
1,,3449,,,,0.3585420250892639,,,,
1,,3499,,,,0.4378244876861572,,,,
1,,3549,,,,0.363250195980072,,,,
1,,3599,,,,0.721019983291626,,,,
1,,3649,,,,0.41016045212745667,,,,
1,,3699,,,,0.5239147543907166,,,,
1,,3749,,,,0.23842830955982208,,,,
1,,3799,,,,0.4903104305267334,,,,
1,,3849,,,,0.34032490849494934,,,,
1,,3899,,,,0.3934980034828186,,,,
1,,3949,,,,0.2105366736650467,,,,
1,,3999,,,,0.17916058003902435,,,,
1,,4049,,,,0.5203503370285034,,,,
1,,4099,,,,0.3556230664253235,,,,
1,,4149,,,,0.45934543013572693,,,,
