epoch,lr-Adam,step,test_acc,test_f1,test_mcc,train_loss,val_acc,val_f1,val_loss,val_mcc
,5e-05,0,,,,,,,,
0,,49,,,,0.5969676971435547,,,,
0,,99,,,,0.5676159858703613,,,,
0,,149,,,,0.5535922050476074,,,,
0,,199,,,,0.45758184790611267,,,,
0,,249,,,,0.4257615804672241,,,,
0,,299,,,,0.4246219992637634,,,,
0,,349,,,,0.3918919563293457,,,,
0,,399,,,,0.6028001308441162,,,,
0,,449,,,,0.36886078119277954,,,,
0,,499,,,,0.2544822096824646,,,,
0,,549,,,,0.3502664864063263,,,,
0,,599,,,,0.26975348591804504,,,,
0,,649,,,,0.4271988570690155,,,,
0,,699,,,,0.36803874373435974,,,,
0,,749,,,,0.25575339794158936,,,,
0,,799,,,,0.30858734250068665,,,,
0,,849,,,,0.5621563196182251,,,,
0,,899,,,,0.5849369764328003,,,,
0,,949,,,,0.43869179487228394,,,,
0,,999,,,,0.4846893548965454,,,,
0,,1049,,,,0.4249511957168579,,,,
0,,1099,,,,0.44687387347221375,,,,
0,,1149,,,,0.4830845892429352,,,,
0,,1199,,,,0.3347944915294647,,,,
0,,1249,,,,0.3614404499530792,,,,
0,,1299,,,,0.35474103689193726,,,,
0,,1349,,,,0.2562767565250397,,,,
0,,1399,,,,0.3598858714103699,,,,
0,,1449,,,,0.14706529676914215,,,,
0,,1499,,,,0.2892000079154968,,,,
0,,1549,,,,0.32016897201538086,,,,
0,,1599,,,,0.32943013310432434,,,,
0,,1649,,,,0.4982289671897888,,,,
0,,1699,,,,0.38982903957366943,,,,
0,,1729,,,,,0.8428899049758911,0.8505997657775879,0.43462494015693665,0.6868155002593994
,5e-05,1730,,,,,,,,
1,,1749,,,,0.7234395146369934,,,,
1,,1799,,,,0.5890947580337524,,,,
1,,1849,,,,0.13737109303474426,,,,
1,,1899,,,,0.1725461632013321,,,,
1,,1949,,,,0.17520418763160706,,,,
1,,1999,,,,0.10838550329208374,,,,
1,,2049,,,,0.2648864686489105,,,,
1,,2099,,,,0.36742478609085083,,,,
1,,2149,,,,0.3740333914756775,,,,
1,,2199,,,,0.0901930183172226,,,,
1,,2249,,,,0.26610004901885986,,,,
1,,2299,,,,0.4124094545841217,,,,
1,,2349,,,,0.7073236107826233,,,,
1,,2399,,,,0.15416230261325836,,,,
1,,2449,,,,0.5051843523979187,,,,
1,,2499,,,,0.4369873106479645,,,,
1,,2549,,,,0.4542834162712097,,,,
1,,2599,,,,0.30711573362350464,,,,
1,,2649,,,,0.32690903544425964,,,,
1,,2699,,,,0.3831029236316681,,,,
1,,2749,,,,0.3264044523239136,,,,
1,,2799,,,,0.3517742455005646,,,,
1,,2849,,,,0.27861446142196655,,,,
1,,2899,,,,0.24259275197982788,,,,
1,,2949,,,,0.3854596018791199,,,,
1,,2999,,,,0.3471713960170746,,,,
1,,3049,,,,0.3342592418193817,,,,
1,,3099,,,,0.2843795120716095,,,,
1,,3149,,,,0.40290528535842896,,,,
1,,3199,,,,0.2888595759868622,,,,
1,,3249,,,,0.21249788999557495,,,,
1,,3299,,,,0.5957820415496826,,,,
1,,3349,,,,0.2869614362716675,,,,
1,,3399,,,,0.5043254494667053,,,,
1,,3449,,,,0.15172205865383148,,,,
1,,3459,,,,,0.8463302850723267,0.8530701994895935,0.3739018142223358,0.6933001279830933
,5e-05,3460,,,,,,,,
2,,3499,,,,0.21769045293331146,,,,
2,,3549,,,,0.981753945350647,,,,
2,,3599,,,,0.33797863125801086,,,,
2,,3649,,,,0.317026823759079,,,,
2,,3699,,,,0.3355388939380646,,,,
2,,3749,,,,0.45399248600006104,,,,
2,,3799,,,,0.45595672726631165,,,,
2,,3849,,,,0.2568836212158203,,,,
2,,3899,,,,0.315601110458374,,,,
2,,3949,,,,0.30594193935394287,,,,
2,,3999,,,,0.26151981949806213,,,,
2,,4049,,,,0.26403188705444336,,,,
2,,4099,,,,0.21574781835079193,,,,
2,,4149,,,,0.3418583273887634,,,,
2,,4199,,,,0.7151139974594116,,,,
2,,4249,,,,0.19193343818187714,,,,
2,,4299,,,,0.3791457414627075,,,,
2,,4349,,,,0.5952929854393005,,,,
2,,4399,,,,0.3952227234840393,,,,
2,,4449,,,,0.31493079662323,,,,
2,,4499,,,,0.5083898305892944,,,,
2,,4549,,,,0.31268900632858276,,,,
2,,4599,,,,0.557802140712738,,,,
2,,4649,,,,0.3549167513847351,,,,
2,,4699,,,,0.4704033434391022,,,,
2,,4749,,,,0.4438048005104065,,,,
2,,4799,,,,0.19815300405025482,,,,
2,,4849,,,,0.21630221605300903,,,,
2,,4899,,,,0.6457226276397705,,,,
2,,4949,,,,0.6519123911857605,,,,
2,,4999,,,,0.20860566198825836,,,,
2,,5049,,,,0.704186737537384,,,,
2,,5099,,,,0.5123143196105957,,,,
2,,5149,,,,0.24498985707759857,,,,
2,,5189,,,,,0.85550457239151,0.860927164554596,0.34666380286216736,0.7113003730773926
,5e-05,5190,,,,,,,,
3,,5199,,,,0.12891539931297302,,,,
3,,5249,,,,0.3659583032131195,,,,
3,,5299,,,,0.9842291474342346,,,,
3,,5349,,,,0.19217051565647125,,,,
3,,5399,,,,0.3412388861179352,,,,
3,,5449,,,,0.28415098786354065,,,,
3,,5499,,,,0.2109224945306778,,,,
3,,5549,,,,0.464181512594223,,,,
3,,5599,,,,0.16235899925231934,,,,
3,,5649,,,,0.13743485510349274,,,,
3,,5699,,,,0.3393807113170624,,,,
3,,5749,,,,0.3271643817424774,,,,
3,,5799,,,,0.24659192562103271,,,,
3,,5849,,,,0.14396284520626068,,,,
3,,5899,,,,0.29800963401794434,,,,
3,,5949,,,,0.33649033308029175,,,,
3,,5999,,,,0.19480863213539124,,,,
3,,6049,,,,0.24072383344173431,,,,
3,,6099,,,,0.3415272831916809,,,,
3,,6149,,,,0.4920201003551483,,,,
3,,6199,,,,0.3363931179046631,,,,
3,,6249,,,,0.39116349816322327,,,,
3,,6299,,,,0.18696050345897675,,,,
3,,6349,,,,0.6295205950737,,,,
3,,6399,,,,0.3110835552215576,,,,
3,,6449,,,,0.15512068569660187,,,,
3,,6499,,,,0.5989401936531067,,,,
3,,6549,,,,0.2809182405471802,,,,
3,,6599,,,,0.2480318248271942,,,,
3,,6649,,,,0.1730242222547531,,,,
3,,6699,,,,0.30703404545783997,,,,
3,,6749,,,,0.614159345626831,,,,
3,,6799,,,,0.5105897188186646,,,,
3,,6849,,,,0.28517600893974304,,,,
3,,6899,,,,0.36189746856689453,,,,
3,,6919,,,,,0.8566513657569885,0.8627881407737732,0.33540210127830505,0.7139248847961426
,5e-05,6920,,,,,,,,
4,,6949,,,,0.38004764914512634,,,,
4,,6999,,,,0.43495553731918335,,,,
4,,7049,,,,0.25776827335357666,,,,
4,,7099,,,,0.24779745936393738,,,,
4,,7149,,,,0.3696114122867584,,,,
4,,7199,,,,0.16002671420574188,,,,
4,,7249,,,,0.17625214159488678,,,,
4,,7299,,,,0.4207243025302887,,,,
4,,7349,,,,0.38807326555252075,,,,
4,,7399,,,,0.34182214736938477,,,,
4,,7449,,,,0.13995636999607086,,,,
4,,7499,,,,0.4103558659553528,,,,
4,,7549,,,,0.4322989284992218,,,,
4,,7599,,,,0.21059384942054749,,,,
4,,7649,,,,0.23993808031082153,,,,
4,,7699,,,,0.28603166341781616,,,,
4,,7749,,,,0.3349402844905853,,,,
4,,7799,,,,0.5952472686767578,,,,
4,,7849,,,,0.39291831851005554,,,,
4,,7899,,,,0.22898592054843903,,,,
4,,7949,,,,0.4043649435043335,,,,
4,,7999,,,,0.33573728799819946,,,,
4,,8049,,,,0.3652389943599701,,,,
4,,8099,,,,0.4712904691696167,,,,
4,,8149,,,,0.5544343590736389,,,,
4,,8199,,,,0.33462387323379517,,,,
4,,8249,,,,0.48844975233078003,,,,
4,,8299,,,,0.20046217739582062,,,,
4,,8349,,,,0.3420131504535675,,,,
4,,8399,,,,0.33521685004234314,,,,
4,,8449,,,,0.17249102890491486,,,,
4,,8499,,,,0.24235916137695312,,,,
4,,8549,,,,0.7874515652656555,,,,
4,,8599,,,,0.46488285064697266,,,,
4,,8649,,,,0.2884429693222046,,,,
4,,8649,,,,,0.8589449524879456,0.8637873530387878,0.3258327841758728,0.7180424928665161
5,,8650,0.880834698677063,0.8835211992263794,0.7626200318336487,,,,,
