epoch,lr-Adam,step,test_acc,test_f1,test_mcc,train_loss,val_acc,val_f1,val_loss,val_mcc
,5e-05,0,,,,,,,,
0,,49,,,,0.6128594875335693,,,,
0,,99,,,,0.5808129906654358,,,,
0,,149,,,,0.5719897747039795,,,,
0,,199,,,,0.47191861271858215,,,,
0,,249,,,,0.37902572751045227,,,,
0,,299,,,,0.449923038482666,,,,
0,,349,,,,0.3841356039047241,,,,
0,,399,,,,0.610679566860199,,,,
0,,449,,,,0.4132777154445648,,,,
0,,499,,,,0.2415396273136139,,,,
0,,549,,,,0.3357740342617035,,,,
0,,599,,,,0.34917452931404114,,,,
0,,649,,,,0.3752008080482483,,,,
0,,699,,,,0.4053776264190674,,,,
0,,749,,,,0.29050740599632263,,,,
0,,799,,,,0.28791001439094543,,,,
0,,849,,,,0.5857700705528259,,,,
0,,864,,,,,0.8497706651687622,0.854282557964325,0.34915146231651306,0.6995238661766052
,5e-05,865,,,,,,,,
1,,899,,,,0.4701884686946869,,,,
1,,949,,,,0.4107205867767334,,,,
1,,999,,,,0.4812518358230591,,,,
1,,1049,,,,0.41888076066970825,,,,
1,,1099,,,,0.35543346405029297,,,,
1,,1149,,,,0.3550494313240051,,,,
1,,1199,,,,0.2725434899330139,,,,
1,,1249,,,,0.18177072703838348,,,,
1,,1299,,,,0.22531555593013763,,,,
1,,1349,,,,0.1651933640241623,,,,
1,,1399,,,,0.33179372549057007,,,,
1,,1449,,,,0.10714215785264969,,,,
1,,1499,,,,0.2375008761882782,,,,
1,,1549,,,,0.24101752042770386,,,,
1,,1599,,,,0.2783515751361847,,,,
1,,1649,,,,0.520291268825531,,,,
1,,1699,,,,0.3277939558029175,,,,
1,,1729,,,,,0.8486238718032837,0.8533333539962769,0.3393987715244293,0.6972572803497314
,5e-05,1730,,,,,,,,
2,,1749,,,,0.5679118633270264,,,,
2,,1799,,,,0.5372223258018494,,,,
2,,1849,,,,0.2238931655883789,,,,
2,,1899,,,,0.17219001054763794,,,,
2,,1949,,,,0.2345842719078064,,,,
2,,1999,,,,0.16571636497974396,,,,
2,,2049,,,,0.27734649181365967,,,,
2,,2099,,,,0.33659613132476807,,,,
2,,2149,,,,0.3244660496711731,,,,
2,,2199,,,,0.1253272145986557,,,,
2,,2249,,,,0.23930241167545319,,,,
2,,2299,,,,0.5226640105247498,,,,
2,,2349,,,,0.585045576095581,,,,
2,,2399,,,,0.14150434732437134,,,,
2,,2449,,,,0.530399739742279,,,,
2,,2499,,,,0.5325928330421448,,,,
2,,2549,,,,0.42045608162879944,,,,
2,,2594,,,,,0.853210985660553,0.8574610352516174,0.3329704701900482,0.7063855528831482
,5e-05,2595,,,,,,,,
3,,2599,,,,0.28797078132629395,,,,
3,,2649,,,,0.32790225744247437,,,,
3,,2699,,,,0.2400248795747757,,,,
3,,2749,,,,0.16879020631313324,,,,
3,,2799,,,,0.4108516573905945,,,,
3,,2849,,,,0.18845099210739136,,,,
3,,2899,,,,0.2156960517168045,,,,
3,,2949,,,,0.39568138122558594,,,,
3,,2999,,,,0.2825794517993927,,,,
3,,3049,,,,0.2777458429336548,,,,
3,,3099,,,,0.3032659888267517,,,,
3,,3149,,,,0.2869208753108978,,,,
3,,3199,,,,0.28027012944221497,,,,
3,,3249,,,,0.18725953996181488,,,,
3,,3299,,,,0.6476089358329773,,,,
3,,3349,,,,0.22771288454532623,,,,
3,,3399,,,,0.4713515341281891,,,,
3,,3449,,,,0.1041511744260788,,,,
3,,3459,,,,,0.853210985660553,0.8571428656578064,0.3274712562561035,0.7063432931900024
,5e-05,3460,,,,,,,,
4,,3499,,,,0.25926148891448975,,,,
4,,3549,,,,0.9681596755981445,,,,
4,,3599,,,,0.339030921459198,,,,
4,,3649,,,,0.3431848883628845,,,,
4,,3699,,,,0.27573922276496887,,,,
4,,3749,,,,0.4074345827102661,,,,
4,,3799,,,,0.5117781162261963,,,,
4,,3849,,,,0.33155104517936707,,,,
4,,3899,,,,0.25047600269317627,,,,
4,,3949,,,,0.3156263530254364,,,,
4,,3999,,,,0.3736149072647095,,,,
4,,4049,,,,0.23912085592746735,,,,
4,,4099,,,,0.2085946649312973,,,,
4,,4149,,,,0.22703568637371063,,,,
4,,4199,,,,0.642200231552124,,,,
4,,4249,,,,0.15805090963840485,,,,
4,,4299,,,,0.23285908997058868,,,,
4,,4324,,,,,0.8600917458534241,0.8650442361831665,0.3243408799171448,0.720386803150177
5,,4325,0.880834698677063,0.8838951587677002,0.7628882527351379,,,,,
